SumBiomass,fecund_pop,Lp50_pop,num_pop,Finput,CVg,Fdi
3.24E+06,2.12E+08,259.67,3116,0.5,0,0.01
3.24E+06,2.19E+08,259.67,3163,0.5,0,0.01
3.25E+06,2.25E+08,259.67,3163,0.5,0,0.01
3.22E+06,2.25E+08,259.67,3163,0.5,0,0.01
3.18E+06,2.23E+08,259.67,3034,0.5,0,0.01
3.12E+06,2.14E+08,259.67,3078,0.5,0,0.01
3.09E+06,2.08E+08,259.67,3105,0.5,0,0.01
3.18E+06,2.08E+08,259.67,3096,0.5,0,0.01
3.19E+06,2.06E+08,259.67,3067,0.5,0,0.01
3.21E+06,2.13E+08,259.67,3025,0.5,0,0.01
3.12E+06,1.99E+08,259.67,3103,0.5,0,0.01
3.11E+06,2.02E+08,259.67,3158,0.5,0,0.01
3.16E+06,2.17E+08,259.67,3131,0.5,0,0.01
3.15E+06,2.10E+08,259.67,3155,0.5,0,0.01
3.30E+06,2.27E+08,259.67,3152,0.5,0,0.01
3.28E+06,2.27E+08,259.67,3191,0.5,0,0.01
3.39E+06,2.44E+08,259.67,3174,0.5,0,0.01
3.33E+06,2.37E+08,259.67,3140,0.5,0,0.01
3.31E+06,2.22E+08,259.67,3075,0.5,0,0.01
3.17E+06,2.03E+08,259.67,2999,0.5,0,0.01
3.01E+06,1.90E+08,259.67,3005,0.5,0,0.01
2.95E+06,1.84E+08,259.67,3108,0.5,0,0.01
3.14E+06,1.94E+08,259.67,3097,0.5,0,0.01
3.09E+06,1.78E+08,259.67,3064,0.5,0,0.01
3.14E+06,2.06E+08,259.67,2987,0.5,0,0.01
3.07E+06,2.08E+08,259.67,2942,0.5,0,0.01
2.94E+06,1.78E+08,259.67,3000,0.5,0,0.01
2.98E+06,1.94E+08,259.67,2993,0.5,0,0.01
3.02E+06,2.00E+08,259.67,3038,0.5,0,0.01
3.06E+06,2.17E+08,259.67,3059,0.5,0,0.01
3.07E+06,2.11E+08,259.67,2975,0.5,0,0.01
2.99E+06,2.05E+08,259.67,3022,0.5,0,0.01
3.02E+06,2.00E+08,259.67,3088,0.5,0,0.01
3.08E+06,2.08E+08,259.67,3085,0.5,0,0.01
3.12E+06,2.03E+08,259.67,3024,0.5,0,0.01
3.03E+06,1.92E+08,259.67,3048,0.5,0,0.01
3.18E+06,2.06E+08,259.67,3069,0.5,0,0.01
3.17E+06,2.13E+08,259.67,3018,0.5,0,0.01
3.19E+06,2.16E+08,259.67,2972,0.5,0,0.01
3.08E+06,2.09E+08,259.67,3019,0.5,0,0.01
3.05E+06,2.07E+08,259.67,3056,0.5,0,0.01
3.07E+06,1.92E+08,259.67,3094,0.5,0,0.01
3.05E+06,1.80E+08,259.67,3091,0.5,0,0.01
3.07E+06,1.79E+08,259.67,3038,0.5,0,0.01
3.05E+06,1.91E+08,259.67,3100,0.5,0,0.01
3.04E+06,1.98E+08,259.67,3127,0.5,0,0.01
3.02E+06,1.85E+08,259.67,3113,0.5,0,0.01
3.01E+06,1.89E+08,259.67,3136,0.5,0,0.01
3.25E+06,2.08E+08,259.67,3132,0.5,0,0.01
3.21E+06,2.20E+08,259.67,3149,0.5,0,0.01
3.14E+06,2.17E+08,259.67,3124,0.5,0,0.01
3.09E+06,2.04E+08,259.67,3111,0.5,0,0.01
3.11E+06,1.99E+08,259.67,3051,0.5,0,0.01
3.20E+06,2.07E+08,259.67,3046,0.5,0,0.01
3.11E+06,2.06E+08,259.67,3147,0.5,0,0.01
3.17E+06,2.27E+08,259.67,3129,0.5,0,0.01
3.13E+06,2.14E+08,259.67,3087,0.5,0,0.01
3.19E+06,2.05E+08,259.67,3005,0.5,0,0.01
3.14E+06,1.98E+08,259.67,3018,0.5,0,0.01
3.10E+06,1.85E+08,259.67,2940,0.5,0,0.01
3.11E+06,1.85E+08,259.67,2985,0.5,0,0.01
3.10E+06,2.02E+08,259.67,3053,0.5,0,0.01
3.10E+06,2.09E+08,259.67,3042,0.5,0,0.01
3.10E+06,2.10E+08,259.67,3116,0.5,0,0.01
3.06E+06,2.06E+08,259.67,3089,0.5,0,0.01
3.12E+06,2.03E+08,259.67,3071,0.5,0,0.01
3.05E+06,1.84E+08,259.67,3082,0.5,0,0.01
3.19E+06,1.99E+08,259.67,3204,0.5,0,0.01
3.26E+06,2.17E+08,259.67,3147,0.5,0,0.01
3.30E+06,2.22E+08,259.67,3089,0.5,0,0.01
3.23E+06,2.10E+08,259.67,3139,0.5,0,0.01
3.25E+06,2.24E+08,259.67,3157,0.5,0,0.01
3.28E+06,2.29E+08,259.67,3154,0.5,0,0.01
3.33E+06,2.38E+08,259.67,3122,0.5,0,0.01
3.28E+06,2.26E+08,259.67,3082,0.5,0,0.01
3.20E+06,2.22E+08,259.67,3061,0.5,0,0.01
3.20E+06,2.14E+08,259.67,3121,0.5,0,0.01
3.19E+06,2.08E+08,259.67,3044,0.5,0,0.01
3.13E+06,1.98E+08,259.67,3039,0.5,0,0.01
6.55E+05,5.92E+07,259.67,1740,0.5,0,0.02
8.56E+05,4.96E+07,259.67,2073,0.5,0,0.02
1.36E+06,5.82E+07,259.67,2319,0.5,0,0.02
1.83E+06,9.00E+07,259.67,2564,0.5,0,0.02
2.22E+06,1.23E+08,259.67,2780,0.5,0,0.02
2.48E+06,1.55E+08,259.67,2880,0.5,0,0.02
2.71E+06,1.81E+08,259.67,2946,0.5,0,0.02
2.82E+06,1.82E+08,259.67,3002,0.5,0,0.02
2.82E+06,1.74E+08,259.67,2980,0.5,0,0.02
3.01E+06,1.88E+08,259.67,3027,0.5,0,0.02
2.92E+06,1.78E+08,259.67,3032,0.5,0,0.02
3.04E+06,1.93E+08,259.67,3125,0.5,0,0.02
3.16E+06,2.06E+08,259.67,3034,0.5,0,0.02
3.16E+06,2.06E+08,259.67,3103,0.5,0,0.02
3.26E+06,2.16E+08,259.67,3126,0.5,0,0.02
3.24E+06,2.21E+08,259.67,3075,0.5,0,0.02
3.24E+06,2.18E+08,259.67,3055,0.5,0,0.02
3.14E+06,2.13E+08,259.67,3148,0.5,0,0.02
3.13E+06,2.03E+08,259.67,3078,0.5,0,0.02
3.08E+06,2.00E+08,259.67,3126,0.5,0,0.02
3.16E+06,2.12E+08,259.67,3170,0.5,0,0.02
3.11E+06,1.99E+08,259.67,3137,0.5,0,0.02
3.26E+06,2.16E+08,259.67,3117,0.5,0,0.02
3.27E+06,2.18E+08,259.67,3052,0.5,0,0.02
3.13E+06,2.14E+08,259.67,3073,0.5,0,0.02
3.05E+06,1.97E+08,259.67,3068,0.5,0,0.02
3.15E+06,1.95E+08,259.67,3009,0.5,0,0.02
3.08E+06,1.92E+08,259.67,3040,0.5,0,0.02
3.25E+06,1.93E+08,259.67,3130,0.5,0,0.02
3.31E+06,2.22E+08,259.67,3146,0.5,0,0.02
3.25E+06,2.16E+08,259.67,3120,0.5,0,0.02
3.23E+06,2.14E+08,259.67,3043,0.5,0,0.02
3.19E+06,2.07E+08,259.67,3053,0.5,0,0.02
3.15E+06,1.98E+08,259.67,3055,0.5,0,0.02
3.10E+06,1.98E+08,259.67,3128,0.5,0,0.02
3.18E+06,2.06E+08,259.67,3087,0.5,0,0.02
3.14E+06,2.10E+08,259.67,3060,0.5,0,0.02
3.20E+06,2.17E+08,259.67,2990,0.5,0,0.02
3.03E+06,2.05E+08,259.67,3040,0.5,0,0.02
3.08E+06,2.08E+08,259.67,3083,0.5,0,0.02
3.11E+06,2.28E+08,259.67,3097,0.5,0,0.02
3.09E+06,2.12E+08,259.67,3130,0.5,0,0.02
3.15E+06,2.13E+08,259.67,3096,0.5,0,0.02
3.19E+06,2.20E+08,259.67,3115,0.5,0,0.02
3.19E+06,2.17E+08,259.67,3050,0.5,0,0.02
3.12E+06,2.18E+08,259.67,3079,0.5,0,0.02
3.06E+06,2.04E+08,259.67,3040,0.5,0,0.02
3.15E+06,2.08E+08,259.67,3092,0.5,0,0.02
3.13E+06,2.11E+08,259.67,3164,0.5,0,0.02
3.24E+06,2.06E+08,259.67,3126,0.5,0,0.02
3.19E+06,1.97E+08,259.67,3141,0.5,0,0.02
3.26E+06,2.16E+08,259.67,3009,0.5,0,0.02
3.13E+06,2.00E+08,259.67,3077,0.5,0,0.02
3.13E+06,2.05E+08,259.67,2956,0.5,0,0.02
3.03E+06,2.01E+08,259.67,3031,0.5,0,0.02
3.03E+06,2.10E+08,259.67,3023,0.5,0,0.02
3.07E+06,2.15E+08,259.67,3045,0.5,0,0.02
3.14E+06,2.15E+08,259.67,2973,0.5,0,0.02
3.12E+06,2.14E+08,259.67,3101,0.5,0,0.02
3.13E+06,2.11E+08,259.67,3057,0.5,0,0.02
3.20E+06,2.06E+08,259.67,3141,0.5,0,0.02
3.23E+06,2.19E+08,259.67,3073,0.5,0,0.02
3.20E+06,2.19E+08,259.67,3048,0.5,0,0.02
3.13E+06,2.18E+08,259.67,3042,0.5,0,0.02
3.06E+06,2.01E+08,259.67,3071,0.5,0,0.02
3.06E+06,2.05E+08,259.67,3035,0.5,0,0.02
3.05E+06,2.04E+08,259.67,3076,0.5,0,0.02
3.14E+06,2.09E+08,259.67,2956,0.5,0,0.02
2.93E+06,1.95E+08,259.67,3071,0.5,0,0.02
3.07E+06,1.99E+08,259.67,3098,0.5,0,0.02
3.11E+06,2.11E+08,259.67,3108,0.5,0,0.02
3.13E+06,2.13E+08,259.67,3141,0.5,0,0.02
3.20E+06,2.24E+08,259.67,3151,0.5,0,0.02
3.13E+06,2.05E+08,259.67,3190,0.5,0,0.02
3.35E+06,2.24E+08,259.67,3059,0.5,0,0.02
3.10E+06,2.10E+08,259.67,3027,0.5,0,0.02
3.07E+06,2.03E+08,259.67,3066,0.5,0,0.02
3.03E+06,2.03E+08,259.67,3096,0.5,0,0.02
3.13E+06,2.06E+08,259.67,3096,0.5,0,0.02
3.14E+06,2.13E+08,259.67,3108,0.5,0,0.02
3.13E+06,2.04E+08,259.67,3182,0.5,0,0.02
3.15E+06,2.18E+08,259.67,3142,0.5,0,0.02
3.18E+06,2.24E+08,259.67,3134,0.5,0,0.02
3.26E+06,2.17E+08,259.67,3149,0.5,0,0.02
